timestamp,amb_temp_c,relative_humidity,ghi,dni,dhi,IR(h),wind_speed_m_s,WD10m,SP
20210526:0600,26.91,90.25,122.3,653.42,52.05,424.4,3.93,247,101120
20210526:0700,27.15,90.25,298.7,610.6,88.35,425.75,4.28,241,101220
20210526:0800,27.69,87.45,538.65,773.06,105.15,424.6,4.48,232,101250
20210526:0900,28.57,82.1,647.85,690.83,135.55,427.3,4.97,226,101290
20210526:1000,29.21,77,729.8,633.03,176.15,430.8,5.31,224,101270
20210526:1100,29.53,74.65,767.2,626.96,171.1,438.9,5.52,226,101190
20210526:1200,29.76,74.65,720.4,585.07,155.85,437.2,5.66,228,101120
20210526:1300,29.91,74.65,659.1,539.09,165.25,436.6,5.59,228,101030
20210526:1400,29.1,77,528.7,500.21,124.75,434.45,6,226,100910
20210526:1500,28.77,82.1,371.6,391.1,118.65,435.05,5.24,234,100880
20210526:1600,28.76,82.1,196.6,270.22,76.45,433.1,5.79,229,100840
20210526:1700,28.61,82.1,31.35,85.12,13.05,432.35,6.07,221,100850
20210526:1800,28.14,84.7,0,0,0,435.85,6,214,100940
20210526:1900,27.77,87.45,0,0,0,433.5,5.03,205,101020
20210526:2000,27.61,87.45,0,0,0,428.85,4.69,198,101050
20210526:2100,27.59,87.45,0,0,0,427.1,4.69,200,101120
20210526:2200,27.55,87.45,0,0,0,429.45,4.76,204,101180
20210526:2300,27.36,90.25,0,0,0,424.8,4.83,208,101170
20210527:0000,27.29,90.25,0,0,0,432.15,4.83,210,101130
20210527:0100,27.06,90.25,0,0,0,422.8,4.41,212,101050
20210527:0200,26.64,90.25,0,0,0,428.45,3.66,213,101030
20210527:0300,26.47,90.25,0,0,0,436.4,2.9,219,101050
20210527:0400,26.3,93.2,0,0,0,433.9,2.55,225,101080
20210527:0500,26.09,93.2,0,0,0,428.1,2.48,223,101100
20210527:0600,26.04,93.2,97.95,388.6,56.25,429.25,3.1,224,101140
20210527:0700,26.51,93.2,285.95,512.44,109.65,422.45,3.38,237,101160
20210527:0800,27.05,90.25,437.1,529.99,140.25,424.4,4,236,101200
20210527:0900,27.82,84.65,612.55,564.54,194.35,431,4.28,237,101230
20210527:1000,28.58,79.5,683.3,540.25,211.25,431.95,4.55,231,101220
20210527:1100,29.07,77,787.85,574.81,241.8,431,5.03,226,101190
20210527:1200,29.5,74.65,769.5,568.24,221.6,437,5.38,222,101140
20210527:1300,29.72,74.65,657.1,479.78,217.85,434.1,5.45,219,101010
20210527:1400,29.6,74.65,467.35,281.95,239.75,438.75,5.66,221,100920
20210527:1500,29.2,77,304,203.8,172.2,441.25,5.24,214,100890
20210527:1600,28.97,77,169.75,162.18,97.6,434.65,5.17,209,100870
20210527:1700,28.6,79.5,31.65,33.41,24.45,435.85,5.38,205,100870
20210527:1800,28.09,82.05,0,0,0,435.85,5.31,200,100920
20210527:1900,27.55,87.45,0,0,0,426.75,4.62,199,101000
20210527:2000,27.22,87.4,0,0,0,429.45,4.62,200,101070
20210527:2100,26.8,90.25,0,0,0,426.15,3.72,194,101130
20210527:2200,26.76,93.2,0,0,0,427.5,2.97,185,101200
20210527:2300,26.54,93.2,0,0,0,424.6,2.9,175,101200
20210528:0000,26.48,93.2,0,0,0,426.75,2.83,196,101120
20210528:0100,26.5,93.2,0,0,0,425.1,2.55,216,101080
20210528:0200,26.19,93.2,0,0,0,420.75,2.14,226,101020
20210528:0300,25.92,93.2,0,0,0,425.55,1.72,216,101020
20210528:0400,25.7,96.25,0,0,0,425.95,1.66,211,101010
20210528:0500,25.64,96.25,0,0,0,424.2,1.66,229,101030
20210528:0600,25.5,96.25,78.5,363.8,39.55,416.85,1.59,245,101090
20210528:0700,26.32,93.2,218.15,324.83,106.55,438.9,1.86,280,101170
20210528:0800,26.73,90.25,414.75,517.12,125.45,437.35,1.72,283,101220
20210528:0900,27.44,84.65,619.75,611.76,167.05,426.9,1.59,254,101240
20210528:1000,28.3,82.05,658.45,576.28,155.4,435.85,2.28,216,101240
20210528:1100,28.65,79.5,713.25,594.47,149,429.45,3.03,196,101210
20210528:1200,28.87,79.5,849.45,723.66,152.2,432.55,3.66,197,101140
20210528:1300,29.23,77,696.1,595.57,151.15,427.7,4,201,101030
20210528:1400,29.07,77,561.05,530.59,132.9,431.55,4.14,205,100940
20210528:1500,29.02,77,376.75,410.72,111.15,434.65,4.41,209,100860
20210528:1600,28.8,79.5,201.2,261.71,84.7,431.75,4.55,202,100860
20210528:1700,28.47,79.5,40.7,89.32,21.4,433.7,4.41,198,100850
20210528:1800,28.04,82.05,0,0,0,427.1,3.86,196,100900
20210528:1900,28.07,82.05,0,0,0,414.55,3.31,197,100990
20210528:2000,27.81,84.65,0,0,0,415.7,3.31,207,101000
20210528:2100,27.68,84.65,0,0,0,414.15,3.38,206,101070
20210528:2200,27.59,84.65,0,0,0,414.9,3.79,203,101110
20210528:2300,27.55,84.65,0,0,0,420.55,3.93,206,101120
20210529:0000,27.47,84.65,0,0,0,419.95,3.72,214,101080
20210529:0100,27.39,87.4,0,0,0,424.9,3.45,221,101030
20210529:0200,27.26,87.4,0,0,0,416.65,3.24,224,100990
20210529:0300,27.21,87.4,0,0,0,424,3.1,224,100970
20210529:0400,27.15,87.4,0,0,0,421.1,2.9,225,100980
20210529:0500,27.09,87.4,0,0,0,416.85,2.76,226,101010
20210529:0600,27.07,87.4,106.5,359.13,68.15,424.6,2.34,231,101040
20210529:0700,27.8,84.65,267.55,464.37,108.25,429.25,2.34,219,101180
20210529:0800,28.49,79.5,348.15,360.36,146.8,427.9,2.69,208,101210
20210529:0900,28.57,79.5,536.6,458.88,197.4,437.2,2.83,197,101260
20210529:1000,29.03,77,689.8,577.06,186.55,437,2.83,196,101250
20210529:1100,29.47,77.1,711.05,466.7,268.45,437,2.9,200,101160
20210529:1200,29.79,77.1,742.3,538.52,223.8,445.5,3.1,205,101080
20210529:1300,29.84,77.1,640.6,462.82,217.35,449.95,3.24,206,100960
20210529:1400,29.55,77.1,491.35,386.03,179.95,440.45,3.45,207,100840
20210529:1500,29.18,79.55,301.75,248.96,140.75,441.85,2.69,197,100810
20210529:1600,29.04,79.55,157.85,124.82,102.25,435.05,4,200,100780
20210529:1700,28.53,79.5,34.45,23.31,29.4,432.35,4.21,186,100800
20210529:1800,27.95,84.7,0,0,0,433.1,3.86,178,100850
20210529:1900,28.05,84.7,0,0,0,427.9,2.62,203,100880
20210529:2000,27.84,87.45,0,0,0,427.1,2.34,210,100890
20210529:2100,27.65,87.45,0,0,0,420.9,2,200,100940
20210529:2200,27.33,90.25,0,0,0,419.35,1.66,208,101000
20210529:2300,27.01,90.25,0,0,0,417.85,1.59,206,100990
20210530:0000,27.19,90.25,0,0,0,418.6,2.21,202,100920
20210530:0100,27.17,90.25,0,0,0,425.3,2.55,209,100870
20210530:0200,27.13,90.25,0,0,0,422.1,2.48,217,100840
20210530:0300,26.97,90.25,0,0,0,422.85,2,223,100860
20210530:0400,26.44,93.2,0,0,0,417.85,1.45,220,100880
20210530:0500,26.11,96.25,0,0,0,419.55,1.24,230,100930
20210530:0600,26.29,96.25,119,708.2,43.6,419.75,1.59,250,100940
20210530:0700,26.79,93.2,246.25,361.3,122.5,429.85,1.24,192,101040
20210530:0800,27.43,87.45,324.2,237.88,191.45,431,1.59,205,101070
20210530:0900,27.55,87.45,368.9,168.13,244.75,431,2.62,195,101110
20210530:1000,27.7,87.45,398.65,107.55,304.95,438.9,3.93,203,101090
20210530:1100,28,84.7,516.4,212.65,314.9,439.7,3.66,220,101000
20210530:1200,28.82,82.1,625.55,357.99,281.1,438.15,3.86,224,100960
20210530:1300,29.06,79.55,595.15,365.2,261.35,441.85,3.72,218,100850
20210530:1400,29.29,79.55,443.25,256.62,236.3,440.85,4.07,216,100730
20210530:1500,29.24,79.55,284.75,183.54,166.05,442,4.28,220,100660
20210530:1600,29.13,79.55,162.6,124.5,107.1,439.5,4.69,220,100700
20210530:1700,28.48,79.5,28.8,22.55,23.9,437.75,4.07,218,100760
20210530:1800,28.13,84.7,0,0,0,433.5,4,216,100800
20210530:1900,27.74,87.45,0,0,0,428.65,3.86,221,100840
20210530:2000,27.47,87.45,0,0,0,424.4,4.21,219,100910
20210530:2100,27.06,90.25,0,0,0,425.4,3.72,214,101020
20210530:2200,26.67,90.25,0,0,0,428.3,3.45,200,101060
20210530:2300,26.67,90.25,0,0,0,426.75,3.45,211,101040
20210531:0000,26.78,90.25,0,0,0,425.75,3.59,221,100990
20210531:0100,26.76,90.25,0,0,0,422,3.93,225,100920
20210531:0200,26.64,90.25,0,0,0,425.95,4.21,227,100890
20210531:0300,26.39,90.25,0,0,0,422.3,4.07,228,100890
20210531:0400,26.12,93.2,0,0,0,422.45,3.59,232,100930
20210531:0500,26.16,93.2,0,0,0,430.2,3.03,235,100970
20210531:0600,26.06,93.2,105.2,505.12,51.6,430.6,2.62,233,101030
20210531:0700,27.2,87.4,246.6,340.11,130.3,429.65,3.52,276,100940
20210531:0800,28,82.05,383.7,310.23,210.8,429.05,3.59,267,100990
20210531:0900,28.86,79.5,437.25,246.07,255.75,436.6,3.93,246,101030
20210531:1000,29.05,77,420.1,190.71,254.1,433.9,4.41,226,101070
20210531:1100,27.98,82.05,364.4,127.58,243.6,434.65,4.28,210,101090
20210531:1200,27.74,84.65,327.95,50.02,279.85,437.35,3.59,213,101090
20210531:1300,27.67,84.65,476.45,213.06,281.8,444.15,4,224,101020
20210531:1400,28.32,84.7,337.1,83.16,270.05,440.85,4.55,214,100950
20210531:1500,28.15,82.05,202.55,47.7,171.7,446.85,4.76,206,100920
20210531:1600,27.77,85.17,83.4,23.09,73.1,434.75,5.78,190,100990
20210531:1700,27.53,86.09,31.5,24.55,26.15,433.34,5.45,186,100970
20210531:1800,27.28,87,0,0,0,431.93,5.12,211,101020
20210531:1900,27.04,87.91,0,0,0,430.52,4.79,227,100970
20210531:2000,26.79,88.82,0,0,0,429.1,4.46,234,100980
20210531:2100,26.55,89.74,0,0,0,427.69,4.13,235,101040
20210531:2200,26.3,90.65,0,0,0,426.28,3.8,236,101050
20210531:2300,26.06,91.56,0,0,0,424.87,3.47,241,101070
20050601:0000,25.81,92.48,0,0,0,423.46,3.14,0,101260
20050601:0100,25.57,93.39,0,0,0,422.04,2.81,0,101200
20050601:0200,25.32,94.3,0,0,0,420.63,2.48,270,101180
20050601:0300,25.08,95.21,0,0,0,419.22,2.14,289,101150
20050601:0400,24.84,96.13,0,0,0,417.81,1.81,291,101160
20050601:0500,24.59,97.04,0,0,0,416.4,1.48,293,101170
20050601:0600,24.35,97.95,101.95,457.8,53.55,414.98,1.15,290,101220
20050601:0700,24.1,98.86,319.85,668.66,91.6,413.57,0.82,244,101250
20050601:0800,26.01,90.2,448.9,592.53,119.1,413.2,1.72,243,101290
20050601:0900,26.54,87.35,614.05,645.37,138.55,423.25,1.52,239,101360
20050601:1000,27.09,84.6,737.25,713.75,116.55,420.9,1.59,225,101330
20050601:1100,27.61,81.95,784.6,617.65,200.25,419.2,2.14,209,101290
20050601:1200,28.01,79.4,764.9,612.99,175.85,426.9,2.76,202,101190
20050601:1300,28.12,79.4,753.75,668.11,143.65,439.9,3.03,202,101110
20050601:1400,28.26,82.05,572.95,523.41,151.05,430.2,3.38,204,101030
20050601:1500,27.85,79.4,400.4,477.52,91.5,427.9,3.59,208,100980
20050601:1600,27.54,81.95,213.2,311.98,73.9,423.45,3.66,210,100960
20050601:1700,27.37,81.95,41.7,101.8,19.45,423.85,3.79,224,100960
20050601:1800,27.06,81.9,0,0,0,424.2,3.24,226,100990
20050601:1900,26.86,84.6,0,0,0,415.9,3.86,218,100970
20050601:2000,26.72,87.35,0,0,0,413.55,3.93,221,101020
20050601:2100,26.64,87.35,0,0,0,407.2,4.07,225,101060
20050601:2200,26.61,87.35,0,0,0,409.3,4.14,228,101090
20050601:2300,26.56,87.35,0,0,0,412.2,4.28,230,101060
20050602:0000,26.48,87.35,0,0,0,411.05,4.48,232,101010
20050602:0100,26.39,87.35,0,0,0,410.8,4.34,234,100970
20050602:0200,26.29,87.3,0,0,0,409.7,4.21,235,100940
20050602:0300,26.21,87.3,0,0,0,410.1,4,237,100980
20050602:0400,26.13,87.3,0,0,0,407.55,3.52,242,101000
20050602:0500,26,90.2,0,0,0,409.5,3.1,247,101040
20050602:0600,25.76,93.15,123.05,671.88,52.3,420.55,2.41,252,101070
20050602:0700,26.5,87.35,282.9,532.37,101.5,419,2.48,242,101130
20050602:0800,27.1,84.6,434.4,473.15,171.4,431.4,2.41,231,101180
20050602:0900,27.35,84.65,563.85,525.63,177,427.3,2.14,224,101240
20050602:1000,27.83,82.05,691.8,511.78,247.15,435.25,2.34,220,101220
20050602:1100,28.19,82.05,670,405.35,286.8,441.05,2.9,217,101150
20050602:1200,28.44,79.5,659.75,491.17,188.05,440.65,3.31,218,101070
20050602:1300,27.43,81.95,525.8,374.29,184.15,443,2.9,200,101020
20050602:1400,27.29,87.4,404.6,316.16,149.8,431.95,3.52,190,100940
20050602:1500,27.4,81.95,311.75,261.28,142.7,426.15,3.66,197,100910
20050602:1600,27.24,84.6,166.75,173.64,89.15,427.9,4.48,204,100840
20050602:1700,27.03,84.6,40.9,81.42,23.05,427.5,4.76,206,100860
20050602:1800,26.77,87.35,0,0,0,427.9,4.41,206,100910
20050602:1900,26.53,87.35,0,0,0,428.3,4.21,208,100940
20050602:2000,26.44,87.35,0,0,0,434.85,3.79,200,101020
20050602:2100,26.06,90.2,0,0,0,433.7,3.17,185,101090
20050602:2200,25.78,93.15,0,0,0,433.7,2.83,184,101140
20050602:2300,25.62,93.15,0,0,0,437.55,2.69,186,101140
20050603:0000,25.55,93.15,0,0,0,432.55,2.62,192,101080
20050603:0100,25.28,96.2,0,0,0,427.05,2.48,198,101010
20050603:0200,25.12,93.15,0,0,0,429.65,2.07,194,100980
20050603:0300,24.95,93.15,0,0,0,432.35,2,176,101000
20050603:0400,24.95,93.15,0,0,0,435.85,2.21,170,101030
20050603:0500,25.03,93.15,0,0,0,435.85,2.07,161,101050
20050603:0600,24.98,93.15,66.1,278.98,36.85,431.75,2,157,101100
20050603:0700,25.82,90.2,108.1,41.75,93.9,441.25,1.52,171,101060
20050603:0800,25.83,90.2,223.05,36.12,203,443.95,1.59,153,101120
20050603:0900,25.97,90.2,259.15,47.47,224.25,443,2.14,142,101200
20050603:1000,25.86,90.2,259.3,29.09,234.05,443.55,3.03,133,101230
20050603:1100,25.76,93.15,269.45,33.87,237.45,442.6,3.17,136,101200
20050603:1200,25.81,93.2,273.2,26.62,247.65,440.1,3.17,146,101150
20050603:1300,26.01,93.2,388.1,147.95,253.1,441.85,3.38,156,101070
20050603:1400,26.14,87.3,419.35,268.11,203.3,434.45,3.66,163,100970
20050603:1500,26.37,84.55,336,276.66,156.95,417.45,3.93,179,100930
20050603:1600,26.49,87.35,160.05,140.5,97.2,420.75,3.59,185,100910
20050603:1700,26.25,90.2,39.15,73.89,22.9,428.3,4.21,197,100910
20050603:1800,26.14,87.3,0,0,0,421.7,3.93,210,100990
20050603:1900,26.54,84.55,0,0,0,426.55,4,217,101040
20050603:2000,26.38,84.55,0,0,0,420.35,4.07,222,101080
20050603:2100,26.29,87.3,0,0,0,423.05,4.14,223,101160
20050603:2200,26.18,87.3,0,0,0,423.85,3.86,221,101180
20050603:2300,26.02,87.3,0,0,0,421.5,3.52,220,101180
20050604:0000,25.98,90.2,0,0,0,423.85,3.38,222,101130
20050604:0100,25.62,90.2,0,0,0,420.45,2.97,228,101070
20050604:0200,25.24,93.15,0,0,0,432.75,2.21,229,101070
20050604:0300,24.9,93.15,0,0,0,416.65,2.14,239,101050
20050604:0400,24.86,93.15,0,0,0,431.4,1.79,254,101090
20050604:0500,24.6,96.2,0,0,0,428.65,1.52,262,101130
20050604:0600,24.48,96.2,86.05,380.42,46.35,430.6,1.1,257,101170
20050604:0700,25.34,90.2,244.75,355.28,124.15,426.55,0.83,208,101200
20050604:0800,25.81,90.2,394.5,354.48,198,427.5,1.17,200,101230
20050604:0900,26.49,87.35,616.85,517.66,236.7,422.1,1.66,203,101300
20050604:1000,27.18,84.6,662.95,457.19,266.45,420.9,2.21,197,101290
20050604:1100,27.61,81.95,570.85,251.54,333.4,433.9,2.62,206,101250
20050604:1200,27.87,79.4,591,259.99,341.6,439.1,3.1,219,101150
20050604:1300,27.98,79.4,500.6,235.82,285.5,433.5,4,228,101030
20050604:1400,27.86,79.4,369.05,187.96,217.6,442,4.21,223,100880
20050604:1500,27.72,81.95,291.7,218.27,150.4,434.1,4.48,229,100810
20050604:1600,27.65,79.35,147.65,154.87,78.3,434.3,3.59,224,100850
20050604:1700,27.55,79.35,38.7,47.59,28.2,427.9,3.72,223,100830
20050604:1800,27.32,81.9,0,0,0,430.4,4,220,100930
20050604:1900,26.52,87.35,0,0,0,425.4,2.21,191,100980
20050604:2000,26.5,84.55,0,0,0,422.1,2.28,195,101060
20050604:2100,25.74,90.2,0,0,0,418.2,1.59,206,101180
20050604:2200,25.33,90.2,0,0,0,426.75,2.07,211,101220
20050604:2300,24.97,93.15,0,0,0,424,2.55,217,101230
20050605:0000,24.73,96.2,0,0,0,433.1,2.48,235,101190
20050605:0100,24.86,93.15,0,0,0,436.3,2.21,245,101140
20050605:0200,24.62,96.2,0,0,0,435.25,1.86,242,101110
20050605:0300,24.59,96.2,0,0,0,430.8,1.52,245,101080
20050605:0400,24.55,96.2,0,0,0,426.9,1.38,263,101120
20050605:0500,24.17,99.4,0,0,0,417.65,0.9,330,101180
20050605:0600,24.44,96.2,25.4,0.96,25.3,430.4,1.66,353,101200
20050605:0700,25.15,93.15,81.95,12.99,77.55,437.4,2.07,319,101170
20050605:0800,25.65,90.2,167.75,27.46,152.55,433.5,1.79,320,101170
20050605:0900,26.04,87.3,183.5,11.18,175.3,437.75,0.9,302,101230
20050605:1000,26.22,87.3,204.45,15.41,191.1,441.25,0.69,249,101230
20050605:1100,25.93,90.2,248,13.3,235.45,442.4,1.03,236,101220
20050605:1200,26.3,87.3,359.15,78.9,283.5,437.55,1.79,244,101150
20050605:1300,26.71,84.55,359.3,95.85,271.9,430.6,1.86,249,101030
20050605:1400,27.16,81.9,388.6,174.32,248.15,426.75,1.93,248,100920
20050605:1500,27.49,81.95,314.05,246.84,154.2,429.45,3.17,230,100830
20050605:1600,27.23,81.9,150.8,98.71,106.55,428.1,5.1,226,100790
20050605:1700,26.6,84.55,28.6,33.43,21.2,429.05,5.79,227,100850
20050605:1800,26.13,90.2,0,0,0,426.35,6.21,232,100950
20050605:1900,26.39,84.55,0,0,0,424.6,4.83,254,101030
20050605:2000,26.33,84.55,0,0,0,425.2,4.34,262,101080
20050605:2100,26.15,87.3,0,0,0,422.65,3.72,281,101190
20050605:2200,25.97,84.5,0,0,0,427.7,3.59,292,101240
20050605:2300,25.76,87.3,0,0,0,425.4,3.31,279,101210
20050606:0000,25.83,87.3,0,0,0,426.75,3.17,261,101150
20050606:0100,25.79,90.2,0,0,0,415.8,3.03,259,101090
20050606:0200,25.78,90.2,0,0,0,418.2,3.1,263,101010
20050606:0300,25.83,84.5,0,0,0,418.8,2.76,266,100990
20050606:0400,25.79,87.3,0,0,0,414.9,2.62,269,101020
20050606:0500,25.75,90.2,0,0,0,417.05,2.76,273,101050
20050606:0600,25.76,90.2,92.05,323.35,58.65,419,2.76,279,101080
20050606:0700,25.62,93.15,171.35,262.66,82.55,425.2,2,275,101120
20050606:0800,25.91,90.2,264.55,247.29,127.85,427.5,1.59,239,101180
20050606:0900,26.12,90.2,294.2,168.95,170.4,430.2,2,213,101230
20050606:1000,26.51,87.35,259.75,59.83,207.95,427.7,2.69,223,101240
20050606:1100,26.47,84.55,212.8,1.64,211.25,430.4,2.97,231,101200
20050606:1200,26.69,87.35,433.6,91.67,345.75,434.45,3.45,242,101120
20050606:1300,27.4,81.95,442,137.67,316.5,427.5,4.55,240,100980
20050606:1400,27.73,81.95,372.75,124.18,272.7,431.75,4.97,236,100880
20050606:1500,27.85,79.4,255.1,73.48,207.5,440.3,5.45,233,100830
20050606:1600,27.6,81.95,137.5,71.31,105.5,435.65,5.52,230,100780
20050606:1700,27.44,81.95,34.3,14.63,31.05,431.75,5.52,233,100760
20050606:1800,27.18,84.6,0,0,0,425.95,5.52,236,100830
20050606:1900,26.93,84.6,0,0,0,427.5,3.93,224,100960
20050606:2000,26.89,84.6,0,0,0,425,4.28,224,101000
20050606:2100,26.84,84.6,0,0,0,418.2,4.07,231,101110
20050606:2200,26.73,87.35,0,0,0,417.25,3.86,232,101140
20050606:2300,26.6,87.35,0,0,0,420.35,3.86,231,101100
20050607:0000,26.36,87.35,0,0,0,419.75,3.52,237,101080
20050607:0100,25.71,93.15,0,0,0,417.55,2.97,237,101040
20050607:0200,25.36,90.2,0,0,0,423.05,2.55,238,101020
20050607:0300,25.46,90.2,0,0,0,419.55,3.1,240,100980
20050607:0400,25.56,90.2,0,0,0,420.15,2.83,243,101030
20050607:0500,25.51,90.2,0,0,0,424,2.07,228,101070
20050607:0600,24.78,96.2,49.35,55,43.7,423.85,1.52,187,101140
20050607:0700,25.35,90.2,187.05,151.32,136,430.4,1.79,163,101140
20050607:0800,26.05,87.3,335.75,339.4,148.4,427.1,2.07,171,101150
20050607:0900,26.71,84.55,320.95,143.65,215.8,429.65,2.9,170,101200
20050607:1000,26.77,87.35,470.8,215.95,284,435.85,3.79,169,101220
20050607:1100,26.74,87.35,517.05,216.87,312.75,443.2,4.14,170,101200
20050607:1200,26.78,87.35,655.9,406.11,266.9,433.9,4.41,177,101150
20050607:1300,27.14,84.6,621.6,438.79,221.7,427.5,4.41,183,101060
20050607:1400,27.26,84.6,487.6,342.93,211.3,429.65,4.34,183,100980
20050607:1500,27.25,84.6,301.55,224.12,156.3,431.35,4.69,186,100900
20050607:1600,27.05,84.6,135.35,145.23,70.1,433.7,4.69,177,100910
20050607:1700,26.86,84.6,33.8,55.65,21.4,435.65,5.17,186,100880
20050607:1800,26.6,87.35,0,0,0,424,5.24,191,100940
20050607:1900,26.6,87.35,0,0,0,425.2,4.69,195,101010
20050607:2000,26.41,87.35,0,0,0,419.4,4.34,192,101080
20050607:2100,26.31,90.2,0,0,0,419.95,3.86,189,101180
20050607:2200,26.09,90.2,0,0,0,422.1,3.38,185,101220
20050607:2300,25.81,90.2,0,0,0,431.2,2.41,173,101270
20050608:0000,25.22,93.15,0,0,0,433.3,1.86,157,101240
20050608:0100,25.16,93.15,0,0,0,440.6,2.62,181,101150
20050608:0200,25.13,93.15,0,0,0,438.9,2.9,188,101090
20050608:0300,25.1,93.15,0,0,0,430.8,2.48,201,101060
20050608:0400,25.12,90.15,0,0,0,432.35,2,205,101100
20050608:0500,24.85,93.15,0,0,0,440.45,1.79,196,101160
20050608:0600,24.59,93.1,22.8,0,22.8,439.7,2.07,203,101180
20050608:0700,24.61,96.2,111.75,23.02,104,440.45,2.48,196,101220
20050608:0800,25.16,93.15,303.55,188.31,199.75,435.65,3.45,190,101250
20050608:0900,25.82,87.3,467.35,381.37,188.5,433.9,3.86,186,101270
20050608:1000,26.61,84.55,681.9,561.85,196.3,430.8,4.07,186,101280
20050608:1100,27.41,81.95,715.45,556.63,191.4,425.75,4.41,187,101250
20050608:1200,27.92,79.4,656.25,449.37,226,423.45,4.55,189,101220
20050608:1300,27.84,79.4,566.05,393.78,207.25,436.6,4.62,191,101170
20050608:1400,27.31,81.9,387.15,273.22,167,437.55,4.69,194,101090
20050608:1500,27.08,84.6,307.55,277.06,127.9,426.15,3.79,189,101050
20050608:1600,27.01,84.6,195.5,255.65,80.5,430.6,3.93,202,100990
20050608:1700,26.68,87.35,40.15,77.82,22.75,427.9,4.14,209,100980
20050608:1800,26.36,84.55,0,0,0,416.1,3.72,206,101030
20050608:1900,26.62,84.55,0,0,0,425,3.79,224,101080
20050608:2000,26.43,84.55,0,0,0,416.85,3.79,226,101110
20050608:2100,26.38,84.55,0,0,0,414.55,3.38,223,101200
20050608:2200,26.24,87.3,0,0,0,421.9,2.97,209,101250
20050608:2300,26.16,87.3,0,0,0,418.4,2.83,197,101270
20050609:0000,25.92,87.3,0,0,0,410.1,2.83,197,101250
20050609:0100,25.73,90.2,0,0,0,430.9,2.9,214,101190
20050609:0200,25.53,93.15,0,0,0,420.15,2.9,231,101140
20050609:0300,25.32,93.15,0,0,0,424.4,2.9,243,101120
20050609:0400,25.07,93.15,0,0,0,414.15,2.76,247,101140
20050609:0500,24.89,93.15,0,0,0,426.9,2.21,244,101200
20050609:0600,24.68,93.1,73.2,266.04,46.2,437.2,1.1,238,101280
20050609:0700,24.97,93.15,145.8,116.7,106.6,435.85,1.17,240,101300
20050609:0800,25.15,93.15,177.35,61.95,143.25,437,1.17,243,101350
20050609:0900,25.29,90.15,328.85,202.29,181.1,439.7,0.9,237,101430
20050609:1000,25.66,90.2,539.65,364.35,225,434.3,1.1,259,101440
20050609:1100,26.34,84.55,680,437.13,268.7,431.75,1.45,262,101400
20050609:1200,27.25,84.6,689.9,495.62,215.55,430.4,2,242,101340
20050609:1300,27.69,81.95,717.3,577.76,190.95,431.95,2.62,235,101210
20050609:1400,27.9,79.4,508.45,384.56,198.55,430,2.83,224,101100
20050609:1500,27.67,81.95,338.8,313.38,135.5,433.7,2.97,214,101000
20050609:1600,27.17,84.6,173.25,177.06,93.5,428.65,3.17,221,101030
20050609:1700,26.68,87.35,36.7,24.29,31.25,426.15,3.93,238,101000
20050609:1800,26.52,84.55,0,0,0,426.35,4,232,101010
20050609:1900,26.41,84.55,0,0,0,417.05,4.28,229,101130
20050609:2000,26.34,84.55,0,0,0,413.75,4.14,226,101200
20050609:2100,26.32,84.55,0,0,0,415.9,4.07,233,101290
20050609:2200,26.35,84.55,0,0,0,423.05,3.79,231,101340
20050609:2300,26.32,84.55,0,0,0,426.55,3.59,228,101330
20050610:0000,26.14,87.3,0,0,0,425.2,3.79,230,101310
20050610:0100,26.08,87.3,0,0,0,423.95,3.93,235,101250
20050610:0200,25.97,87.3,0,0,0,422.65,3.93,237,101190
20050610:0300,25.92,87.3,0,0,0,418.6,3.72,242,101180
20050610:0400,25.57,90.2,0,0,0,427.7,3.17,248,101200
20050610:0500,25.23,93.15,0,0,0,425.95,2.83,247,101240
20050610:0600,25.1,93.15,90.9,367.92,53.8,429.85,2.9,236,101290
20050610:0700,25.73,93.15,277.7,523.63,102.2,420.75,3.31,233,101270
20050610:0800,26.18,90.2,407.7,461.67,153.95,423.45,3.17,229,101340
20050610:0900,26.57,90.25,465.2,369.57,195.55,434.45,3.59,225,101410
20050610:1000,26.83,87.4,651.75,496.23,223.55,439.1,4.34,225,101410
20050610:1100,27.16,87.4,731.85,535.38,228.4,440.3,4.9,224,101350
20050610:1200,27.61,84.65,646.7,420.6,244.3,429.85,5.38,226,101250
20050610:1300,27.57,81.95,527.6,344.88,213.45,435.85,5.59,228,101150
20050610:1400,27.18,84.6,523.05,455.48,155.95,436,4.9,223,101140
20050610:1500,26.74,87.35,345.2,331.07,130.3,422.3,4.69,225,101060
20050610:1600,26.47,87.35,195.7,246.12,84.7,419.55,4.55,230,101030
20050610:1700,26.12,90.2,45.2,86.83,25.65,424.4,5.1,225,101000
20050610:1800,26.05,87.3,0,0,0,423.45,5.72,229,101070
20050610:1900,26.54,87.35,0,0,0,422.65,5.66,233,101140
20050610:2000,26.37,87.35,0,0,0,422.3,5.45,232,101190
20050610:2100,26.32,84.55,0,0,0,426.55,5.31,231,101260
20050610:2200,26.32,84.55,0,0,0,419.75,5.17,233,101280
20050610:2300,25.99,87.3,0,0,0,418.8,4.69,236,101300
20050611:0000,25.64,90.2,0,0,0,419.4,4.28,237,101290
20050611:0100,25.21,93.15,0,0,0,422.2,3.38,241,101230
